Piezómetro,Fecha,Cota Terreno,Lectura mes ant,Lectura mes act,Cota del nivel de agua (msnm)
17,15/02/2007,2.93,,0.25,2.68
18,15/02/2007,3.19,0.46,0.03,3.16
19,15/02/2007,4.20,,0.02,4.18
20,15/02/2007,3.14,0.29,0.09,3.05
21,15/02/2007,3.00,0.27,0.02,2.98
22,15/02/2007,3.02,0.55,0.71,2.31
23,15/02/2007,2.82,0.07,0.80,2.02
24,15/02/2007,3.83,,,2.83
25,15/02/2007,3.92,0.23,0.32,3.60
26,15/02/2007,4.06,0.14,0.60,3.46
27,15/02/2007,4.66,0.78,0.75,3.91
28,15/02/2007,4.58,0.36,0.26,4.32
29,15/02/2007,4.13,0.18,0.09,4.04
30,15/02/2007,3.45,0.50,0.20,3.25
31,15/02/2007,2.75,0.53,0.63,2.12
32,15/02/2007,2.49,0.45,0.57,1.92
33,15/02/2007,2.77,,0.06,2.71
34,15/02/2007,2.62,0.40,0.17,2.45
1,15/03/2007,2.67,1.08,1.15,1.52
2,15/03/2007,1.90,0.42,0.70,1.20
3,15/03/2007,1.82,0.71,0.55,1.27
4,15/03/2007,3.34,1.71,1.66,1.68
5,15/03/2007,3.11,0.85,0.68,2.43
6,15/03/2007,3.09,1.12,1.18,2.19
7,15/03/2007,2.14,1.13,0.98,1.16
8,15/03/2007,2.20,1.20,0.67,1.53
9,15/03/2007,3.84,1.28,1.02,2.82
10,15/03/2007,3.86,0.74,0.68,3.18
11,15/03/2007,3.27,0.20,0.75,2.52
12,15/03/2007,3.20,0.61,0.69,2.51
13,15/03/2007,3.13,0.87,1.03,2.10
14,15/03/2007,2.18,0.42,0.51,1.67
15,15/03/2007,2.39,0.37,0.48,1.91
16,15/03/2007,2.83,0.62,0.10,2.73
17,15/03/2007,2.93,0.25,0.18,2.75
18,15/03/2007,3.19,0.03,0.07,2.87
19,15/03/2007,4.20,0.02,0.20,4.00
20,15/03/2007,3.14,0.09,0.02,3.12
21,15/03/2007,3.00,0.02,0.00,2.68
22,15/03/2007,3.02,0.71,0.81,2.49
23,15/03/2007,2.82,0.80,0.93,1.89
24,15/03/2007,3.83,,,2.83
25,15/03/2007,3.92,0.32,0.58,3.34
26,15/03/2007,4.06,0.60,0.37,3.69
27,15/03/2007,4.66,0.75,0.00,4.66
28,15/03/2007,4.58,0.26,0.34,4.24
29,15/03/2007,4.13,0.09,0.00,4.13
30,15/03/2007,3.45,0.20,0.00,3.45
31,15/03/2007,2.75,0.63,0.67,2.08
32,15/03/2007,2.49,0.57,0.07,2.42
33,15/03/2007,2.77,0.06,0.45,2.32
34,15/03/2007,2.62,0.17,,2.62
1,15/04/2007,2.67,1.15,0.74,1.93
2,15/04/2007,1.90,0.70,0.20,1.70
3,15/04/2007,1.82,0.55,0.44,1.38
4,15/04/2007,3.34,1.66,1.26,2.08
5,15/04/2007,3.11,0.68,0.75,2.36
6,15/04/2007,3.09,1.18,0.60,2.49
7,15/04/2007,2.14,0.98,0.50,1.64
8,15/04/2007,2.20,0.67,0.40,1.80
9,15/04/2007,3.84,1.02,0.60,3.24
10,15/04/2007,3.86,0.68,0.55,3.31
11,15/04/2007,3.27,0.75,0.58,2.69
12,15/04/2007,3.20,0.69,0.94,2.26
13,15/04/2007,3.13,1.03,0.70,2.43
14,15/04/2007,2.18,0.51,0.30,1.88
15,15/04/2007,2.39,0.48,0.20,2.19
16,15/04/2007,2.83,0.10,0.47,2.36
17,15/04/2007,2.93,0.18,0.40,2.53
18,15/04/2007,3.19,0.07,0.40,2.79
19,15/04/2007,4.20,0.20,1.05,3.15
20,15/04/2007,3.14,0.02,0.13,3.01
21,15/04/2007,3.00,0.00,0.14,2.86
22,15/04/2007,3.02,0.81,0.22,2.80
23,15/04/2007,2.82,0.93,0.55,2.27
24,15/04/2007,3.83,,,
25,15/04/2007,3.92,0.58,0.48,3.44
26,15/04/2007,4.06,0.37,0.40,3.66
27,15/04/2007,4.66,0.00,0.54,4.12
28,15/04/2007,4.58,0.34,0.49,4.09
29,15/04/2007,4.13,0.00,0.40,3.73
30,15/04/2007,3.45,0.00,0.67,2.78
31,15/04/2007,2.75,0.67,0.61,2.14
32,15/04/2007,2.49,0.07,0.24,2.25
33,15/04/2007,2.77,0.45,0.90,1.87
34,15/04/2007,2.62,,0.70,1.92
1,15/05/2007,2.67,0.74,1.30,1.37
2,15/05/2007,1.90,0.20,0.62,1.28
3,15/05/2007,1.82,0.44,0.15,1.67
4,15/05/2007,3.34,1.26,1.61,1.73
5,15/05/2007,3.11,0.75,0.87,2.24
6,15/05/2007,3.09,0.60,0.93,2.16
7,15/05/2007,2.14,0.50,0.78,1.36
8,15/05/2007,2.20,0.40,0.62,1.58
9,15/05/2007,3.84,0.60,1.08,2.76
10,15/05/2007,3.86,0.55,0.97,2.89
11,15/05/2007,3.27,0.58,0.82,2.45
12,15/05/2007,3.20,0.94,1.18,2.02
13,15/05/2007,3.13,0.70,0.73,2.40
14,15/05/2007,2.18,0.30,0.42,1.76
15,15/05/2007,2.39,0.20,0.36,2.03
16,15/05/2007,2.83,0.47,0.64,2.19
17,15/05/2007,2.93,0.40,0.81,2.12
18,15/05/2007,3.19,0.40,0.57,2.62
19,15/05/2007,4.20,1.05,1.20,3.00
20,15/05/2007,3.14,0.13,0.43,2.71
21,15/05/2007,3.00,0.14,0.57,2.43
22,15/05/2007,3.02,0.22,0.83,2.19
23,15/05/2007,2.82,0.55,0.79,2.03
24,15/05/2007,3.83,,,3.83
25,15/05/2007,3.92,0.48,0.94,2.98
26,15/05/2007,4.06,0.40,1.07,2.99
27,15/05/2007,4.66,0.54,2.40,2.26
28,15/05/2007,4.58,0.49,0.70,3.88
29,15/05/2007,4.13,0.40,0.86,3.27
30,15/05/2007,3.45,0.67,0.80,2.65
31,15/05/2007,2.75,0.61,0.77,1.98
32,15/05/2007,2.49,0.24,0.52,1.97
33,15/05/2007,2.77,0.90,0.46,2.31
34,15/05/2007,2.62,0.70,0.59,2.03
1,15/06/2007,2.67,1.30,1.00,1.67
2,15/06/2007,1.90,0.62,0.64,1.26
3,15/06/2007,1.82,0.15,0.37,1.45
4,15/06/2007,3.34,1.61,1.50,1.84
5,15/06/2007,3.11,0.87,0.80,2.31
6,15/06/2007,3.09,0.93,1.10,1.99
7,15/06/2007,2.14,0.78,0.77,1.37
8,15/06/2007,2.20,0.62,0.82,1.38
9,15/06/2007,3.84,1.08,1.48,2.36
10,15/06/2007,3.86,0.97,1.17,2.69
11,15/06/2007,3.27,0.82,0.83,2.44
12,15/06/2007,3.20,1.18,1.15,2.05
13,15/06/2007,3.13,0.73,0.96,2.17
14,15/06/2007,2.18,0.42,,2.18
15,15/06/2007,2.39,0.36,0.84,1.55
16,15/06/2007,2.83,0.64,0.94,1.89
17,15/06/2007,2.93,0.81,0.78,2.15
18,15/06/2007,3.19,0.57,0.54,2.65
19,15/06/2007,4.20,1.20,2.03,2.17
20,15/06/2007,3.14,0.43,0.47,2.67
21,15/06/2007,3.00,0.57,0.46,2.54
22,15/06/2007,3.02,0.83,1.25,1.77
23,15/06/2007,2.82,0.79,0.45,2.37
24,15/06/2007,3.83,,2.06,1.77
25,15/06/2007,3.92,0.94,2.10,1.82
26,15/06/2007,4.06,1.07,1.30,2.76
27,15/06/2007,4.66,2.40,1.08,3.58
28,15/06/2007,4.58,0.70,1.25,3.33
29,15/06/2007,4.13,0.86,1.02,3.11
30,15/06/2007,3.45,0.80,1.35,2.10
31,15/06/2007,2.75,0.77,0.80,1.95
32,15/06/2007,2.49,0.52,0.76,1.73
33,15/06/2007,2.77,0.46,0.73,2.04
34,15/06/2007,2.62,0.59,0.57,2.05
1,01/07/2007,2.67,1.00,0.69,1.98
2,01/07/2007,1.90,0.64,0.62,1.28
3,01/07/2007,1.82,0.37,0.38,1.44
4,01/07/2007,3.34,1.50,1.39,1.95
5,01/07/2007,3.11,0.80,0.88,2.23
6,01/07/2007,3.09,1.10,1.24,1.85
7,01/07/2007,2.14,0.77,0.93,1.21
8,01/07/2007,2.20,0.82,1.25,0.95
9,01/07/2007,3.84,1.48,0.89,2.95
10,01/07/2007,3.86,1.17,0.88,2.98
11,01/07/2007,3.27,0.83,0.77,2.50
12,01/07/2007,3.20,1.15,1.01,2.19
13,01/07/2007,3.13,0.96,0.73,2.40
14,01/07/2007,2.18,,0.32,1.86
15,01/07/2007,2.39,0.84,0.33,2.06
16,01/07/2007,2.83,0.94,0.63,2.20
17,01/07/2007,2.93,0.78,0.83,2.10
18,01/07/2007,3.19,0.54,0.53,2.66
19,01/07/2007,4.20,2.03,1.50,2.70
20,01/07/2007,3.14,0.47,0.81,2.33
21,01/07/2007,3.00,0.46,1.15,1.85
22,01/07/2007,3.02,1.25,0.90,2.12
23,01/07/2007,2.82,0.45,0.60,2.22
24,01/07/2007,3.83,2.06,,3.83
25,01/07/2007,3.92,2.10,0.98,2.94
26,01/07/2007,4.06,1.30,1.20,2.86
27,01/07/2007,4.66,1.08,1.40,3.26
28,01/07/2007,4.58,1.25,0.98,3.60
29,01/07/2007,4.13,1.02,1.05,3.08
30,01/07/2007,3.45,1.35,0.92,2.53
31,01/07/2007,2.75,0.80,0.85,1.90
32,01/07/2007,2.49,0.76,0.69,1.80
33,01/07/2007,2.77,0.73,0.82,1.95
34,01/07/2007,2.62,0.57,0.70,1.92
1,01/08/2007,2.67,0.69,1.03,1.64
2,01/08/2007,1.90,0.62,0.67,
3,01/08/2007,1.82,0.38,0.53,1.29
4,01/08/2007,3.34,1.39,1.42,1.92
5,01/08/2007,3.11,0.88,1.00,2.11
6,01/08/2007,3.09,1.24,1.30,1.79
7,01/08/2007,2.14,0.93,0.96,1.18
8,01/08/2007,2.20,1.25,0.87,1.33
9,01/08/2007,3.84,0.89,1.25,2.59
10,01/08/2007,3.86,0.88,1.03,2.83
11,01/08/2007,3.27,0.77,0.83,2.44
12,01/08/2007,3.20,1.01,0.83,2.37
13,01/08/2007,3.13,0.73,1.02,2.11
14,01/08/2007,2.18,0.32,0.59,1.59
15,01/08/2007,2.39,0.33,0.55,1.84
16,01/08/2007,2.83,0.63,0.72,2.11
17,01/08/2007,2.93,0.83,0.92,2.01
18,01/08/2007,3.19,0.53,0.57,2.62
19,01/08/2007,4.20,1.50,1.05,3.15
20,01/08/2007,3.14,0.81,1.05,2.09
21,01/08/2007,3.00,1.15,0.93,2.07
22,01/08/2007,3.02,0.90,0.53,2.49
23,01/08/2007,2.82,0.60,1.07,1.75
24,01/08/2007,3.83,,,
25,01/08/2007,3.92,0.98,0.92,3.00
26,01/08/2007,4.06,1.20,0.74,3.32
27,01/08/2007,4.66,1.40,0.25,4.41
28,01/08/2007,4.58,0.98,0.56,4.02
29,01/08/2007,4.13,1.05,0.80,3.33
30,01/08/2007,3.45,0.92,0.96,2.49
31,01/08/2007,2.75,0.85,0.73,2.02
32,01/08/2007,2.49,0.69,0.58,1.91
33,01/08/2007,2.77,0.82,0.30,2.47
34,01/08/2007,2.62,0.70,0.48,2.14
1,01/09/2007,2.67,1.03,1.10,1.57
2,01/09/2007,1.90,0.67,0.59,1.31
3,01/09/2007,1.82,0.53,0.54,1.28
4,01/09/2007,3.34,1.42,1.40,1.94
5,01/09/2007,3.11,1.00,0.86,2.25
6,01/09/2007,3.09,1.30,1.15,1.94
7,01/09/2007,2.14,0.96,0.68,1.46
8,01/09/2007,2.20,0.87,0.91,1.29
9,01/09/2007,3.84,1.25,1.17,2.67
10,01/09/2007,3.86,1.03,0.79,3.07
11,01/09/2007,3.27,0.83,1.00,2.27
12,01/09/2007,3.20,0.83,1.10,2.10
13,01/09/2007,3.13,1.02,0.90,2.23
14,01/09/2007,2.18,0.59,0.60,1.58
15,01/09/2007,2.39,0.55,0.63,1.76
16,01/09/2007,2.83,0.72,1.00,1.83
17,01/09/2007,2.93,0.92,0.55,2.38
18,01/09/2007,3.19,0.57,0.94,2.25
19,01/09/2007,4.20,1.05,1.64,2.56
20,01/09/2007,3.14,1.05,0.84,2.30
21,01/09/2007,3.00,0.93,0.92,2.08
22,01/09/2007,3.02,0.53,0.94,2.08
23,01/09/2007,2.82,1.07,1.25,1.57
24,01/09/2007,3.83,,,3.83
25,01/09/2007,3.92,0.92,1.00,2.92
26,01/09/2007,4.06,0.74,0.89,3.17
27,01/09/2007,4.66,0.25,1.02,3.64
28,01/09/2007,4.58,0.56,0.46,4.12
29,01/09/2007,4.13,0.80,0.90,3.23
30,01/09/2007,3.45,0.96,0.91,2.54
31,01/09/2007,2.75,0.73,0.70,2.05
32,01/09/2007,2.49,0.58,0.63,1.86
33,01/09/2007,2.77,0.30,0.28,2.49
34,01/09/2007,2.62,0.48,0.36,2.26
1,01/10/2007,2.67,1.10,1.24,1.43
2,01/10/2007,1.90,0.59,0.75,1.15
3,01/10/2007,1.82,0.54,0.73,1.09
4,01/10/2007,3.34,1.40,1.67,1.67
5,01/10/2007,3.11,0.86,1.02,2.09
6,01/10/2007,3.09,1.15,1.12,1.97
7,01/10/2007,2.14,0.68,1.08,1.06
8,01/10/2007,2.20,0.91,1.09,1.11
9,01/10/2007,3.84,1.17,1.39,2.45
10,01/10/2007,3.86,0.79,1.11,2.75
11,01/10/2007,3.27,1.00,1.10,2.17
12,01/10/2007,3.20,1.10,1.14,2.06
13,01/10/2007,3.13,0.90,1.18,1.95
14,01/10/2007,2.18,0.60,0.68,1.50
15,01/10/2007,2.39,0.63,0.81,1.58
16,01/10/2007,2.83,1.00,1.00,1.83
17,01/10/2007,2.93,0.55,0.97,1.96
18,01/10/2007,3.19,0.94,0.82,2.37
19,01/10/2007,4.20,1.64,1.72,2.48
20,01/10/2007,3.14,0.84,1.08,2.06
21,01/10/2007,3.00,0.92,1.00,2.00
22,01/10/2007,3.02,0.94,1.10,1.92
23,01/10/2007,2.82,1.25,1.15,1.67
24,01/10/2007,3.83,0.00,0.00,3.83
25,01/10/2007,3.92,1.00,1.67,2.25
26,01/10/2007,4.06,0.89,1.10,2.96
27,01/10/2007,4.66,1.02,1.08,3.58
28,01/10/2007,4.58,0.46,0.58,4.00
29,01/10/2007,4.13,0.90,0.81,3.32
30,01/10/2007,3.45,0.91,1.04,2.41
31,01/10/2007,2.75,0.70,1.02,1.73
32,01/10/2007,2.49,0.63,0.87,1.62
33,01/10/2007,2.77,0.28,0.33,2.44
34,01/10/2007,2.62,0.36,0.77,1.85
1,01/11/2007,2.67,1.24,1.38,1.29
2,01/11/2007,1.90,0.75,0.69,1.21
3,01/11/2007,1.82,0.73,0.52,1.30
4,01/11/2007,3.34,1.67,1.40,1.94
5,01/11/2007,3.11,1.02,0.87,2.24
6,01/11/2007,3.09,1.12,0.94,2.15
7,01/11/2007,2.14,1.08,0.84,1.30
8,01/11/2007,2.20,1.09,0.95,1.25
9,01/11/2007,3.84,1.39,0.74,3.10
10,01/11/2007,3.86,1.11,0.90,2.96
11,01/11/2007,3.27,1.10,0.71,2.56
12,01/11/2007,3.20,1.14,0.74,2.46
13,01/11/2007,3.13,1.18,0.86,2.27
14,01/11/2007,2.18,0.68,0.34,1.84
15,01/11/2007,2.39,0.81,0.39,2.00
16,01/11/2007,2.83,1.00,0.65,2.18
17,01/11/2007,2.93,0.97,0.75,2.18
18,01/11/2007,3.19,0.82,0.54,2.65
19,01/11/2007,4.20,1.72,1.19,3.01
20,01/11/2007,3.14,1.08,0.56,2.58
21,01/11/2007,3.00,1.00,0.60,2.40
22,01/11/2007,3.02,1.10,1.16,1.86
23,01/11/2007,2.82,1.15,0.99,1.83
24,01/11/2007,3.83,0.00,,3.83
25,01/11/2007,3.92,1.67,1.38,2.54
26,01/11/2007,4.06,1.10,1.49,2.57
27,01/11/2007,4.66,1.08,1.45,3.21
28,01/11/2007,4.58,0.58,0.51,4.07
29,01/11/2007,4.13,0.81,0.54,3.59
30,01/11/2007,3.45,1.04,1.14,2.31
31,01/11/2007,2.75,1.02,0.83,1.92
32,01/11/2007,2.49,0.87,0.81,1.68
33,01/11/2007,2.77,0.33,0.61,2.16
34,01/11/2007,2.62,0.77,0.63,1.99
1,01/12/2007,2.67,1.38,1.15,1.52
2,01/12/2007,1.90,0.69,0.76,1.14
3,01/12/2007,1.82,0.52,0.40,1.42
4,01/12/2007,3.34,1.40,1.66,1.68
5,01/12/2007,3.11,0.87,0.80,2.31
6,01/12/2007,3.09,0.94,0.98,2.11
7,01/12/2007,2.14,0.84,0.93,1.21
8,01/12/2007,2.20,0.95,,2.20
9,01/12/2007,3.84,0.74,1.20,2.64
10,01/12/2007,3.86,0.90,0.86,3.00
11,01/12/2007,3.27,0.71,0.88,2.39
12,01/12/2007,3.20,0.74,1.12,2.08
13,01/12/2007,3.13,0.86,1.07,2.06
14,01/12/2007,2.18,0.34,,2.18
15,01/12/2007,2.39,0.39,0.67,1.72
16,01/12/2007,2.83,0.65,0.83,2.00
17,01/12/2007,2.93,0.75,1.05,1.88
18,01/12/2007,3.19,0.54,0.67,2.52
19,01/12/2007,4.20,1.19,1.82,2.38
20,01/12/2007,3.14,0.56,1.08,2.06
21,01/12/2007,3.00,0.60,1.32,1.68
22,01/12/2007,3.02,1.16,1.10,1.92
23,01/12/2007,2.82,0.99,1.18,1.64
24,01/12/2007,3.83,,1.00,2.83
25,01/12/2007,3.92,1.38,1.02,2.90
26,01/12/2007,4.06,1.49,1.11,2.95
27,01/12/2007,4.66,1.45,1.20,3.46
28,01/12/2007,4.58,0.51,0.70,3.88
29,01/12/2007,4.13,0.54,0.56,3.57
30,01/12/2007,3.45,1.14,1.30,2.15
31,01/12/2007,2.75,0.83,0.93,1.82
32,01/12/2007,2.49,0.81,0.74,1.75
33,01/12/2007,2.77,0.61,0.73,2.04
34,01/12/2007,2.62,0.63,0.90,1.72
1,01/01/2006,2.67,0.32,0.69,1.98
2,01/01/2006,1.90,0.98,,1.90
3,01/01/2006,1.82,0.45,0.14,1.68
4,01/01/2006,3.34,1.07,1.18,2.16
5,01/01/2006,3.11,0.90,0.65,2.46
6,01/01/2006,3.09,,0.78,2.31
7,01/01/2006,2.14,0.65,0.63,1.51
8,01/01/2006,2.20,0.91,0.48,1.72
9,01/01/2006,3.84,1.37,0.73,3.11
10,01/01/2006,3.86,0.72,0.19,3.67
11,01/01/2006,3.27,0.79,0.38,2.89
12,01/01/2006,3.20,,0.50,2.70
13,01/01/2006,3.13,0.68,0.71,2.42
14,01/01/2006,2.18,0.56,0.28,1.90
15,01/01/2006,2.39,0.47,,1.94
16,01/01/2006,2.83,0.77,0.49,2.34
17,01/01/2006,2.93,0.97,,2.93
18,01/01/2006,3.19,,0.46,3.19
19,01/01/2006,4.20,1.47,,4.20
20,01/01/2006,3.14,1.13,0.29,2.85
21,01/01/2006,3.00,0.83,0.27,2.73
22,01/01/2006,3.02,0.98,0.55,2.47
23,01/01/2006,2.82,1.05,0.07,2.75
24,01/01/2006,3.83,,,2.83
25,01/01/2006,3.92,0.94,0.23,3.69
26,01/01/2006,4.06,0.71,0.14,3.92
27,01/01/2006,4.66,0.67,0.78,3.88
28,01/01/2006,4.58,0.99,0.36,4.22
29,01/01/2006,4.13,0.68,0.18,3.95
30,01/01/2006,3.45,0.65,0.50,2.95
31,01/01/2006,2.75,0.32,0.53,2.22
32,01/01/2006,2.49,0.38,0.45,2.04
33,01/01/2006,2.77,0.50,,2.07
34,01/01/2006,2.62,0.68,0.40,2.22
1,01/02/2006,2.67,0.69,0.91,1.76
2,01/02/2006,1.90,,0.33,1.57
3,01/02/2006,1.82,0.14,0.43,1.39
4,01/02/2006,3.34,1.18,1.25,2.09
5,01/02/2006,3.11,0.65,0.60,2.51
6,01/02/2006,3.09,0.78,0.90,2.19
7,01/02/2006,2.14,0.63,0.74,1.40
8,01/02/2006,2.20,0.48,0.50,1.70
9,01/02/2006,3.84,0.73,0.87,2.97
10,01/02/2006,3.86,0.19,,3.67
11,01/02/2006,3.27,0.38,0.48,2.79
12,01/02/2006,3.20,0.50,0.65,2.55
13,01/02/2006,3.13,0.71,0.60,2.53
14,01/02/2006,2.18,0.28,0.40,1.78
15,01/02/2006,2.39,,,1.94
16,01/02/2006,2.83,0.49,0.33,2.50
17,01/02/2006,2.93,,,2.93
18,01/02/2006,3.19,0.46,0.32,2.87
19,01/02/2006,4.20,,,4.20
20,01/02/2006,3.14,0.29,0.23,2.91
21,01/02/2006,3.00,0.27,0.32,2.68
22,01/02/2006,3.02,0.55,0.53,2.49
23,01/02/2006,2.82,0.07,0.54,2.28
24,01/02/2006,3.83,,,2.83
25,01/02/2006,3.92,0.23,0.30,3.62
26,01/02/2006,4.06,0.14,0.18,3.88
27,01/02/2006,4.66,0.78,0.53,4.13
28,01/02/2006,4.58,0.36,0.23,4.35
29,01/02/2006,4.13,0.18,,4.13
30,01/02/2006,3.45,0.50,0.62,2.83
31,01/02/2006,2.75,0.53,0.62,2.13
32,01/02/2006,2.49,0.45,0.57,1.92
33,01/02/2006,2.77,,,2.77
34,01/02/2006,2.62,0.40,,2.62
1,01/03/2006,2.67,0.91,0.64,2.03
2,01/03/2006,1.90,0.33,,1.90
3,01/03/2006,1.82,0.43,0.35,1.47
4,01/03/2006,3.34,1.25,1.20,2.14
5,01/03/2006,3.11,0.60,0.60,2.51
6,01/03/2006,3.09,0.90,0.92,2.19
7,01/03/2006,2.14,0.74,0.75,1.39
8,01/03/2006,2.20,0.50,0.45,1.75
9,01/03/2006,3.84,0.87,0.73,3.11
10,01/03/2006,3.86,,0.29,3.57
11,01/03/2006,3.27,0.48,0.57,2.70
12,01/03/2006,3.20,0.65,0.62,2.58
13,01/03/2006,3.13,0.60,0.69,2.44
14,01/03/2006,2.18,0.40,0.26,1.92
15,01/03/2006,2.39,,,2.39
16,01/03/2006,2.83,0.33,0.39,2.44
17,01/03/2006,2.93,,,2.93
18,01/03/2006,3.19,0.32,0.85,2.87
19,01/03/2006,4.20,,,4.20
20,01/03/2006,3.14,0.23,0.20,2.94
21,01/03/2006,3.00,0.32,0.10,2.68
22,01/03/2006,3.02,0.53,0.24,2.49
23,01/03/2006,2.82,0.54,0.53,2.29
24,01/03/2006,3.83,,,2.83
25,01/03/2006,3.92,0.30,0.23,3.69
26,01/03/2006,4.06,0.18,0.11,3.95
27,01/03/2006,4.66,0.53,1.03,3.63
28,01/03/2006,4.58,0.23,0.09,4.49
29,01/03/2006,4.13,,0.77,3.36
30,01/03/2006,3.45,0.62,0.45,3.00
31,01/03/2006,2.75,0.62,0.49,2.26
32,01/03/2006,2.49,0.57,0.14,2.35
33,01/03/2006,2.77,,,2.77
34,01/03/2006,2.62,,0.10,2.52
1,01/04/2006,2.67,0.64,0.74,1.93
2,01/04/2006,1.90,0.00,0.20,1.70
3,01/04/2006,1.82,0.35,0.44,1.38
4,01/04/2006,3.34,1.20,1.26,2.08
5,01/04/2006,3.11,0.60,0.75,2.36
6,01/04/2006,3.09,0.92,0.60,2.49
7,01/04/2006,2.14,0.75,0.50,1.64
8,01/04/2006,2.20,0.45,0.40,1.80
9,01/04/2006,3.84,0.73,0.60,3.24
10,01/04/2006,3.86,0.29,0.55,3.31
11,01/04/2006,3.27,0.57,0.58,2.69
12,01/04/2006,3.20,0.62,0.94,2.26
13,01/04/2006,3.13,0.69,0.70,2.43
14,01/04/2006,2.18,0.26,0.30,1.88
15,01/04/2006,2.39,0.00,0.20,2.19
16,01/04/2006,2.83,0.39,0.47,2.36
17,01/04/2006,2.93,0.00,0.40,2.53
18,01/04/2006,3.19,0.85,0.40,2.79
19,01/04/2006,4.20,0.00,1.05,3.15
20,01/04/2006,3.14,0.20,0.13,3.01
21,01/04/2006,3.00,0.10,0.14,2.86
22,01/04/2006,3.02,0.24,0.22,2.80
23,01/04/2006,2.82,0.53,0.55,2.27
24,01/04/2006,3.83,,,
25,01/04/2006,3.92,0.23,0.48,3.44
26,01/04/2006,4.06,0.11,0.40,3.66
27,01/04/2006,4.66,1.03,0.54,4.12
28,01/04/2006,4.58,0.09,0.49,4.09
29,01/04/2006,4.13,0.77,0.40,3.73
30,01/04/2006,3.45,0.45,0.67,2.78
31,01/04/2006,2.75,0.49,0.61,2.14
32,01/04/2006,2.49,0.14,0.24,2.25
33,01/04/2006,2.77,0.00,0.90,1.87
34,01/04/2006,2.62,0.10,0.70,1.92
1,01/05/2006,2.67,0.74,0.79,1.88
2,01/05/2006,1.90,0.20,0.56,1.34
3,01/05/2006,1.82,0.44,0.42,1.40
4,01/05/2006,3.34,1.26,1.49,1.85
5,01/05/2006,3.11,0.75,0.77,2.34
6,01/05/2006,3.09,0.60,,
7,01/05/2006,2.14,0.50,0.75,1.39
8,01/05/2006,2.20,0.40,0.97,1.23
9,01/05/2006,3.84,0.60,1.10,2.74
10,01/05/2006,3.86,0.55,0.77,3.09
11,01/05/2006,3.27,0.58,0.52,2.75
12,01/05/2006,3.20,0.94,0.70,2.50
13,01/05/2006,3.13,0.70,0.72,2.41
14,01/05/2006,2.18,0.30,0.43,1.75
15,01/05/2006,2.39,0.20,0.61,1.78
16,01/05/2006,2.83,0.47,0.60,2.23
17,01/05/2006,2.93,0.40,0.52,2.41
18,01/05/2006,3.19,0.40,0.50,2.69
19,01/05/2006,4.20,1.05,1.57,2.63
20,01/05/2006,3.14,0.13,0.38,2.76
21,01/05/2006,3.00,0.14,0.61,2.39
22,01/05/2006,3.02,0.22,1.30,1.72
23,01/05/2006,2.82,0.55,1.35,1.47
24,01/05/2006,3.83,,2.08,1.75
25,01/05/2006,3.92,0.48,0.81,3.11
26,01/05/2006,4.06,0.40,0.51,3.55
27,01/05/2006,4.66,0.54,0.63,4.03
28,01/05/2006,4.58,0.49,0.44,4.14
29,01/05/2006,4.13,0.40,0.70,3.43
30,01/05/2006,3.45,0.67,,
31,01/05/2006,2.75,0.61,0.63,2.12
32,01/05/2006,2.49,0.24,0.69,1.80
33,01/05/2006,2.77,0.90,0.33,2.44
34,01/05/2006,2.62,0.70,0.55,2.07
1,01/06/2006,2.67,0.79,0.83,1.84
2,01/06/2006,1.90,0.56,0.32,1.58
3,01/06/2006,1.82,0.42,0.21,1.61
4,01/06/2006,3.34,1.49,0.59,2.75
5,01/06/2006,3.11,0.77,1.04,2.07
6,01/06/2006,3.09,,1.06,2.03
7,01/06/2006,2.14,0.75,0.80,1.34
8,01/06/2006,2.20,0.97,0.82,1.38
9,01/06/2006,3.84,1.10,1.16,2.68
10,01/06/2006,3.86,0.77,0.84,3.02
11,01/06/2006,3.27,0.52,0.68,2.59
12,01/06/2006,3.20,0.70,0.90,2.30
13,01/06/2006,3.13,0.72,0.84,2.29
14,01/06/2006,2.18,0.43,0.49,1.69
15,01/06/2006,2.39,0.61,0.69,1.70
16,01/06/2006,2.83,0.60,0.92,1.91
17,01/06/2006,2.93,0.52,0.66,2.27
18,01/06/2006,3.19,0.50,0.49,2.70
19,01/06/2006,4.20,1.57,1.65,2.55
20,01/06/2006,3.14,0.38,0.59,2.55
21,01/06/2006,3.00,0.61,0.92,2.08
22,01/06/2006,3.02,1.30,1.47,1.55
23,01/06/2006,2.82,1.35,0.94,1.88
24,01/06/2006,3.83,2.08,,
25,01/06/2006,3.92,0.81,1.65,2.27
26,01/06/2006,4.06,0.51,1.90,2.16
27,01/06/2006,4.66,0.63,1.00,3.66
28,01/06/2006,4.58,0.44,0.62,3.96
29,01/06/2006,4.13,0.70,0.76,3.37
30,01/06/2006,3.45,,1.28,2.17
31,01/06/2006,2.75,0.63,0.91,1.84
32,01/06/2006,2.49,0.69,0.84,1.65
33,01/06/2006,2.77,0.33,1.28,1.49
34,01/06/2006,2.62,0.55,0.82,1.80
1,01/07/2006,2.67,0.83,0.93,1.74
2,01/07/2006,1.90,0.32,0.31,1.59
3,01/07/2006,1.82,0.21,0.38,1.44
4,01/07/2006,3.34,0.59,1.62,1.72
5,01/07/2006,3.11,1.04,0.93,2.18
